JINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
51,1,COH13,Cohen+2013,HE0012-1441,2MASS_J00152706-1424376,,,CE,VMP,,,SG,00:15:27.06,-14:24:37.69,3.8628,-14.4105,11.2,2013ApJ...778...56C,,,16.4,,,15.263,14.943,14.642,5750.0,3.5,-2.52,1.6,,,7.62,5.99,,,,5.91,,,,,,4.26,,2.53,,2.97,,4.98,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,<1.5,,,,,2.63,,,,4.83,Abohalima
52,1,HOL11,Hollek+2011,HE0013-0257,2MASS_J00160423-0241052,,R1,,EMP,,,RG,00:16:04.23,-02:41:05.32,4.0176,-2.6848,45.4,2011ApJ...742...54H,,13.7,,12.8,,10.981,10.498,10.421,4500.0,0.5,-3.82,2.1,<0.92,,4.83,,,,,4.46,1.96,4.22,,,,2.92,-0.75,1.5,,1.45,0.81,3.68,1.42,2.55,,1.32,,,,,,-1.41,-1.79,<-0.24,,,,,,,,,,-2.8,<-2.06,,,,,<-2.63,,,,,,,,,,,,,,,,,,,,,1.38,,,,,Abohalima
53,1,HOL11,Hollek+2011,HE0013-0522,2MASS_J00162809-0505519,,R1,,EMP,,,RG,00:16:28.09,-05:05:52.01,4.117,-5.0978,-175.5,2011ApJ...742...54H,,13.7,,,,11.4,10.942,10.919,4900.0,1.7,-3.24,1.8,<1.03,,5.61,,,,,5.04,2.67,4.8,,,,3.59,0.01,2.03,,2.11,1.74,4.26,2.09,3.03,,1.75,,,,,,-0.58,-1.06,-0.35,,,,,,,,,,-1.95,<-1.43,,,,,<-1.76,,,,,,,,,,,,,,,,,,,,,2.01,,2.73,,,Abohalima
54,1,ROE14b,Roederer+2014b,CS30339-015,2MASS_J00165810-3348175,,R2,,EMP,alpha,,SG,00:16:58.11,-33:48:17.60,4.2421,-33.8049,111.0,1992AJ....103.1987B,,15.68,15.28,15.4,,14.28,14.001,13.965,5840.0,3.6,-2.86,1.45,2.04,,5.91,<6,<6.5,,,5.04,2.76,5.11,,,2.46,3.82,0.12,2.22,,2.36,2,4.5,2.17,3.15,,<2.41,,,,,<2.66,-0.25,<-0.69,<0.25,<1.45,<1.01,,,,,,,,-1.39,<-0.75,<-0.14,<-0.37,<-0.21,<-0.04,<-1.41,<0.27,<-0.4,<-0.45,<-0.5,<-0.35,<-0.64,<-1.26,,<0.61,,,,,,,<1.45,,<-0.33,,,2.22,,,2.03,4.64,Abohalima
55,1,HOL11,Hollek+2011,HE0015+0048,2MASS_J00180143+0105081,,R1,,EMP,alpha,,RG,00:18:01.43,+01:05:08.09,4.506,1.0856,-48.8,2011ApJ...742...54H,,14.0,,,,11.512,11.043,10.939,4600.0,0.9,-3.07,1.85,<0.92,,5.97,,,,,5.18,3,4.93,,,,3.71,0.14,1.98,,2.4,2.06,4.42,1.97,3.13,,1.58,,,,,,-1.27,<-1.19,-0.82,,,,,,,,,,-2.07,<-1.66,,,,,<-1.8,,,,,,,,,,,,,,,,,,,,,2.14,,2.9,,,Abohalima
56,1,BAR05,Barklem+2005,HE0017-4838,2MASS_J00194832-4821236,,,,EMP,,,RG,00:19:48.32,-48:21:23.62,4.9513,-48.3566,26.8,2005A&A...439..129B,,16.774,16.115,15.675,15.298,14.653,14.12,14.122,5149.0,2.23,-3.23,1.81,,,4.87,,,,,4.6,2.35,,,,,3.4,0.17,2.15,,2.06,1.58,4.27,2.01,3.18,,,,,,,,0.42,-0.65,,,,,,,,,,,-1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
57,2,PRE06,Preston+2006,CS22882-001,2MASS_J00202529-3139040,,R1,,VMP,,,HB,00:20:25.30,-31:39:04.00,5.1054,-31.6511,28.0,1992AJ....103.1987B,,15.22,14.82,14.5,,13.677,13.362,13.317,5950.0,2.5,-2.3,3.2,,,6,,,,,5.36,3.31,5.25,,,,4.24,0.87,2.92,1.9,3.05,2.36,5.01,,,,,,,,,,0.67,-0.39,,,,,,,,,,,-0.18,-0.7,,,,,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
58,1,ROE14b,Roederer+2014b,CS22882-001,2MASS_J00202529-3139040,,R1,,VMP,alpha,,HB,00:20:25.30,-31:39:04.00,5.1054,-31.6511,28.0,1992AJ....103.1987B,,15.22,14.82,14.5,,13.677,13.362,13.317,5930.0,1.9,-2.62,3.0,<1.59,,<6.5,<7.5,,,,5.37,3.13,5.1,,,,4.15,0.69,2.85,1.74,3.0,2.71,4.88,2.44,3.75,,<2.76,,,,,,0.41,-0.38,0.4,<1.35,<1.46,,,,,,,,-0.38,-0.91,<-0.25,<-0.7,<-0.44,<-0.48,-1.29,<-0.16,<0,-0.46,<-0.85,-0.59,<-0.74,-1.14,,<0.18,,,,,,,<1.86,,<-0.64,,,2.75,1.74,3.33,,4.88,Abohalima
59,2,ROE14e,Roederer+2014e,CS22882-001,2MASS_J00202529-3139040,,R1,,VMP,,,HB,00:20:25.30,-31:39:04.00,5.1054,-31.6511,28.0,1992AJ....103.1987B,,15.22,14.82,14.5,,13.677,13.362,13.317,5930.0,1.9,-2.62,3.0,,,,,,,,,,,,,,,,,,,,4.88,,,,,,,,,,0.41,,,,,,,,,,,,-0.38,,,,,,-1.3,,,,,,,-0.98,,,,,,,,,,,,,,,,,,,Abohalima
60,2,AND09,Andrievsky+2009,BS17570-063,2MASS_J00203619+2347376,,,,VMP,,,MS,00:20:36.19,+23:47:37.72,5.1508,23.7938,,,,14.84,14.51,,,13.468,13.172,13.073,6240.0,4.8,-2.92,0.5,,,,,,,,,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
61,2,AND10,Andrievsky+2010,BS17570-063,2MASS_J00203619+2347376,,,,VMP,,,MS,00:20:36.19,+23:47:37.72,5.1508,23.7938,,,,14.84,14.51,,,13.468,13.172,13.073,6240.0,4.8,-2.92,0.5,,,,,,,,4.74,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
62,1,BON09,Bonifacio+2009,BS17570-063,2MASS_J00203619+2347376,,,,VMP,,,MS,00:20:36.19,+23:47:37.72,5.1508,23.7938,,,,14.84,14.51,,,13.468,13.172,13.073,6242.0,4.75,-2.92,0.5,,,6.03,,,,,4.74,,4.67,,,,3.73,0.54,2.55,,2.52,1.71,4.58,2.31,3.26,,<2.09,,,,,,0.03,,,,,,,,,,,,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
63,2,SPI11,Spite+2011,BS17570-063,2MASS_J00203619+2347376,,,,VMP,,,MS,00:20:36.19,+23:47:37.72,5.1508,23.7938,,,,14.84,14.51,,,13.468,13.172,13.073,6240.0,4.8,-2.92,0.5,,,,,,,,,,,,5.05,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
64,2,SPI12,Spite+2012,BS17570-063,2MASS_J00203619+2347376,,,,VMP,,,MS,00:20:36.19,+23:47:37.72,5.1508,23.7938,,,,14.84,14.51,,,13.468,13.172,13.073,6240.0,4.8,-2.92,0.5,,,,,,,,,,,,,,3.8,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
65,1,BAR05,Barklem+2005,HE0018-1349,2MASS_J00205238-1332296,,,,VMP,,,MS,00:20:52.38,-13:32:29.62,5.2182,-13.5416,-161.7,2005A&A...439..129B,,16.271,15.743,15.381,14.995,14.459,14.205,14.116,5719.0,4.62,-2.26,1.73,,,6.49,,,,,5.62,3.25,,,,,4.32,0.95,2.96,,3.32,2.85,5.23,2.9,4,,,,,,,,0.65,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
66,1,ROE14b,Roederer+2014b,CS22882-006,2MASS_J00215986-2929265,,R2,,VMP,,,SG,00:21:59.87,-29:29:26.48,5.4995,-29.4907,-72.0,1992AJ....103.1987B,,14.55,14.14,,,13.034,12.728,12.737,5800.0,3.6,-2.66,1.35,2.1,,5.68,<7.75,6.42,,3.2,5.12,2.77,4.99,,,2.32,3.98,0.51,2.53,1.64,2.52,2,4.56,2.16,3.26,,<2.46,,,,,<2.53,0.18,-0.77,0.2,<1.47,<0.86,,,,,,,,-1.18,,<-0.03,<-0.33,<-0.36,<0,<-1.31,<0.29,<-0.27,<-0.35,<-0.69,<-0.27,<-0.73,-1.61,,<0.51,,,,,,,<1.48,,<-0.32,,,2.66,1.64,,2.22,4.84,Abohalima
67,1,ROE14b,Roederer+2014b,CS30339-052,2MASS_J00225014-3407207,,R1,,VMP,,,HB,00:22:50.14,-34:07:20.71,5.7089,-34.1224,33.0,1992AJ....103.1987B,,15.79,15.3,15.3,,14.039,13.634,13.569,5580.0,2.35,-2.67,2.1,<1.38,,6.43,<6.8,6.51,,,5.49,2.96,5.24,,,,4.11,0.51,2.82,1.32,3.02,2.38,4.81,2.33,3.5,,2.3,,,,,<2.58,0.81,-0.6,0.3,,<1.07,,,,,,,,-1.02,,<-0.43,<-0.66,<-0.3,<-0.4,-1.6,<-0.02,<-0.49,<-0.6,,<-0.16,<-0.84,,,<0.4,,,,,,,<1.82,,<-0.65,,,2.58,1.32,3.07,,4.83,Abohalima
68,1,BAR05,Barklem+2005,CS30339-0041,2MASS_J00231293-3701267,,,,VMP,,,HB,00:23:12.93,-37:01:26.72,5.8039,-37.0241,-32.0,1992AJ....103.1987B,14.4,14.42,13.87,13.8,13.175,12.654,12.275,12.144,5478.0,2.1,-2.2,2.23,,,5.77,,,,,5.67,3.2,,,,,4.48,1.12,3.11,,3.12,2.64,5.29,2.78,4,,,,,,,,0.91,-0.11,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
69,1,RUC11,Ruchti+2011,RaveJ002330.7-163143,2MASS_J00233067-1631428,,,,VMP,,,RG,00:23:30.70,-16:31:43.00,5.8779,-16.5286,-5.65,2013AJ....146..134K,,12.855,12.282,12.41,11.499,11.018,10.635,10.586,5528.0,3.29,-2.3,1.4,,,,,,,,5.6,,5.71,,,,4.4,,2.83,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,Abohalima
70,1,ROE14b,Roederer+2014b,CS30339-046,2MASS_J00252167-3630244,,R2,NO,VMP,,,HB,00:25:21.67,-36:30:24.41,6.3403,-36.5068,14.0,1992AJ....103.1987B,,15.7,15.31,15.7,,14.272,14.037,14.078,7000.0,2.55,-2.69,3.15,<2.41,,<8.35,<8.25,5.36,,,5.23,3,4.6,,,,3.42,0.34,2.35,<2,2.82,2.86,4.79,,3.56,,<3.26,,,,,<3.51,-0.4,<-0.27,<0.74,<1.82,<2.39,,,,,,,,<-1.07,<-0.03,<0.5,<0.3,<0.49,<0.5,<-0.67,<0.62,<0.17,<0.21,<-0.06,<0.53,<-0.11,<-0.67,,<1.01,,,,,,,<2.71,,<0.22,,,2.35,<2.0,3.32,,4.81,Abohalima
71,1,BAR05,Barklem+2005,HE0023-4825,2MASS_J00255030-4808270,,,,VMP,,,SG,00:25:50.30,-48:08:27.06,6.4596,-48.1409,-21.5,2005A&A...439..129B,,14.298,13.83,13.485,13.161,12.696,12.393,12.352,5816.0,3.63,-2.06,1.45,,,6.64,,,,,5.74,3.4,,,,,4.56,1.14,3.27,,3.61,2.88,5.44,2.98,4.19,,,,,,,,0.89,0.13,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
72,2,REN12,Ren+2012,HE0023-4825,2MASS_J00255030-4808270,,,,VMP,,,SG,00:25:50.30,-48:08:27.06,6.4596,-48.1409,-21.5,2005A&A...439..129B,,14.298,13.83,13.485,13.161,12.696,12.393,12.352,5816.0,3.63,-2.06,1.45,,,6.8,,,,,,,,,,,,,,,,,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-0.55,,,,,,,,Abohalima
73,2,CAR02,Carretta+2002,HE0024-2523,2MASS_J00272766-2506281,,,,VMP,alpha,,MS,00:27:27.66,-25:06:28.19,6.8652,-25.1078,-181.6,2013ApJ...778...56C,15.067,15.32,14.91,,,14.038,13.748,13.749,6625.0,4.3,-2.65,0.58,,,,,,,,5.56,3.47,4.93,,,,4.33,0.88,2.59,,2.53,2.77,4.88,,,,,,,,,,0.85,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
74,1,LUC03,Lucatello+2003,HE0024-2523,2MASS_J00272766-2506281,,RS,CE,VMP,,,MS,00:27:27.66,-25:06:28.19,6.8652,-25.1078,-181.6,2013ApJ...778...56C,15.067,15.32,14.91,,,14.038,13.748,13.749,6625.0,4.3,-2.72,1.4,1.5,,8.4,7.3,6.51,,3.44,5.59,3.4,5.17,,,,4.3,0.82,2.45,,2.54,2.41,4.78,,,,,,,,,,0.59,<0.43,<1.1,,,,,,,,,,0.87,0.25,,,,,<-1.11,,,,,,,,,,,,,,,,2.53,,,,,,,,,,Abohalima
75,2,BAR05,Barklem+2005,CS29497-004,2MASS_J00280692-2603042,,R2,,VMP,,,RG,00:28:06.92,-26:03:04.25,7.0288,-26.0512,105.1,2005A&A...439..129B,,14.76,14.07,13.583,13.116,12.491,12.038,11.965,5013.0,2.23,-2.81,1.62,,,5.8,,,,,5.08,2.62,,,,,3.83,0.41,2.42,,2.51,2.18,4.69,2.35,3.48,,,,,,,,0.73,0.08,0.73,,,,,,,,,,0.53,-0.43,,,-0.02,,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
76,2,CHR04,Christlieb+2004,CS29497-004,2MASS_J00280692-2603042,,R2,,VMP,,,RG,00:28:06.92,-26:03:04.25,7.0288,-26.0512,105.1,2005A&A...439..129B,,14.76,14.07,13.583,13.116,12.491,12.038,11.965,5090.0,2.4,-2.64,1.6,,,5.86,,,,,5.21,,,,,,4.04,,2.67,1.37,,,4.82,,,,2.2,,,,,,0.88,0.3,0.98,,,,,,,,,,0.5,,0.07,,0.23,0.05,-0.45,0.27,,0.38,,,,,,,,,,,,,,,-0.9,,,,,,,,Abohalima
77,2,REN12,Ren+2012,CS29497-004,2MASS_J00280692-2603042,,,,VMP,,,RG,00:28:06.92,-26:03:04.25,7.0288,-26.0512,105.1,2005A&A...439..129B,,14.76,14.07,13.583,13.116,12.491,12.038,11.965,5013.0,2.23,-2.81,1.62,,,5.96,,,,,,,,,,,,,,,,,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.68,,,,,,,,,,,,,,,,,,-1.17,,,,,,,,Abohalima
78,2,AND10,Andrievsky+2010,CS30339-069,2MASS_J00301595-3556512,,,,EMP,,,SG,00:30:15.95,-35:56:51.22,7.5665,-35.9476,12.0,1992AJ....103.1987B,,14.9,14.74,14.9,,13.77,13.52,13.45,6240.0,4.0,-3.08,1.3,,,,,,,,4.68,,,,,,,,,,,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
79,2,BON09,Bonifacio+2009,CS30339-069,2MASS_J00301595-3556512,,,,EMP,,,SG,00:30:15.95,-35:56:51.22,7.5665,-35.9476,12.0,1992AJ....103.1987B,,14.9,14.74,14.9,,13.77,13.52,13.45,6242.0,4.0,-3.08,1.3,,,6.03,,,,,4.68,,4.35,,,,3.71,0.26,2.32,,2.35,1.6,4.42,2.17,3.16,,<1.99,,,,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
80,1,ROE14b,Roederer+2014b,CS30339-069,2MASS_J00301595-3556512,,R2,NO,EMP,,,SG,00:30:15.95,-35:56:51.22,7.5665,-35.9476,12.0,1992AJ....103.1987B,,14.9,14.74,14.9,,13.77,13.52,13.45,5900.0,3.55,-3.17,1.15,1.76,,<6,<7.15,,,,4.56,2.14,4.22,,,,3.48,-0.21,2.07,<1.69,1.95,1.48,4.0,<2.06,2.78,,<2.43,,,,,,-0.74,<-0.63,<0.33,<1.43,<1.09,,,,,,,,<-1.44,<-0.63,<0.16,<-0.46,<-0.08,<-0.07,<-1.31,<0.22,<-0.41,<-0.32,<-0.5,<-0.03,<-0.45,<-0.86,,<0.73,,,<2.0,,,,<1.66,,<-0.23,,,1.92,<1.69,,,4.33,Abohalima
81,2,SPI12,Spite+2012,CS30339-069,2MASS_J00301595-3556512,,,,EMP,,,SG,00:30:15.95,-35:56:51.22,7.5665,-35.9476,12.0,1992AJ....103.1987B,,14.9,14.74,14.9,,13.77,13.52,13.45,6240.0,4.0,-3.08,1.3,,,,,,,,,,,,,,3.81,,,,,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
82,1,ROE14b,Roederer+2014b,CS22882-030,2MASS_J00302004-3020584,,R2,,EMP,,,RG,00:30:20.04,-30:20:58.42,7.5835,-30.3496,25.0,1992AJ....103.1987B,,15.21,14.83,14.2,,13.901,13.631,13.449,5580.0,3.4,-3.14,1.1,1.47,,<5.5,<5.95,<6.6,,2.57,4.64,2.19,4.39,,,,3.53,-0.1,2.09,<1.26,2.01,1.18,4.03,1.77,,<2.3,<2.21,,,,,<2.51,-0.34,<-0.47,<0.28,,<0.8,,,,,,,,-1.6,,<-0.19,<-0.44,<-0.56,<-0.49,<-1.45,<0.04,<-0.57,<-0.43,,<-0.37,<-0.75,<-1.09,,<0.34,,,,,,,<1.5,,<-0.55,,,2.19,<1.26,,,4.36,Abohalima
83,1,ROE14b,Roederer+2014b,CS22882-012,2MASS_J00302250-2735272,,R2,CE,VMP,alpha,,SG,00:30:22.51,-27:35:27.20,7.5938,-27.5909,10.0,1992AJ....103.1987B,,15.64,15.26,14.4,,14.318,14.07,14.049,6290.0,3.8,-2.75,1.4,<1.7,,6.78,7.38,6.06,,3.97,5.21,3.05,5.22,,,,4.06,0.48,2.57,<1.82,2.73,2.26,4.74,2.47,3.46,,<2.58,,,,,<2.81,0.68,,0.59,<1.72,<1.47,,,,,,,,0.04,<-0.42,<0.29,<-0.08,<0.59,<0.14,<-1,<0.55,<-0.03,<0.03,<-0.14,<0.29,<-0.22,<-0.67,,<0.83,,,,,,,<1.9,,<0.04,,,2.56,<1.82,3.31,,4.75,Abohalima
84,2,AOK02d,Aoki+2002d,CS31062-050,2MASS_J00303106-1205108,,RS,CE,VMP,,HA,RG,00:30:31.07,-12:05:10.90,7.6295,-12.0864,7.75,2002PASJ...54..933A,,13.7,13.05,12.681,12.309,11.765,11.464,11.405,5600.0,3.0,-2.32,1.3,,,8.21,6.81,,,,5.87,3.78,,,,,4.9,,3.23,,3.34,2.87,5.19,,,,,,,,,,1.51,,1.31,,,,,,,,,,2.21,1.34,1.41,,1.41,0.81,0.07,,,0.93,,,,,,,,,,,,,2.6,,,,,,,,,,Abohalima
85,1,JOH04,Johnson+2004,CS31062-050,2MASS_J00303106-1205108,,S,,VMP,,,HB,00:30:31.07,-12:05:10.90,7.6295,-12.0864,7.75,2002PASJ...54..933A,,13.7,13.05,12.681,12.309,11.765,11.464,11.405,5500.0,2.7,-2.3,1.3,,,,,,,,6.01,,,,,,4.43,,2.86,1.44,3.36,2.69,5.09,2.6,3.68,,2.32,,,,,,,0.3,1.05,,,,,0.27,,,,,2.35,0.95,1.24,0.13,1.07,0.53,0.01,0.51,-0.56,0.39,-0.4,0.78,-0.29,0.5,-0.1,0.67,,0.75,0.35,,,,2.45,,,,,,,,,,Abohalima
86,2,LAI07,Lai+2007,CS31062-050,2MASS_J00303106-1205108,,,CE,VMP,,,RG,00:30:31.07,-12:05:10.90,7.6295,-12.0864,7.75,2002PASJ...54..933A,,13.7,13.05,12.681,12.309,11.765,11.464,11.405,5313.0,3.08,-2.65,,,,7.61,,,,,,,,,,,,,,,,,4.85,,,,,,,,,,1.65,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
87,1,BAR05,Barklem+2005,HE0029-1839,2MASS_J00320775-1822368,,,,VMP,,,RG,00:32:07.75,-18:22:36.80,8.0323,-18.3769,-97.8,2005A&A...439..129B,,15.207,14.493,14.044,13.579,13.067,12.592,12.503,5010.0,2.19,-2.5,1.67,,,6.21,,,,,5.08,2.97,,,,,3.97,0.28,2.39,,3.04,2.02,5.0,2.39,3.28,,,,,,,,0.5,-0.64,0.23,,,,,,,,,,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
88,2,REN12,Ren+2012,HE0029-1839,2MASS_J00320775-1822368,,,,VMP,,,RG,00:32:07.75,-18:22:36.80,8.0323,-18.3769,-97.8,2005A&A...439..129B,,15.207,14.493,14.044,13.579,13.067,12.592,12.503,5010.0,2.19,-2.5,1.67,,,6.36,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-2.6,,,,,,,,Abohalima
89,2,AOK07a,Aoki+2007a,CS31062-041,2MASS_J00350301-1554292,,,,VMP,,,RG,00:35:03.01,-15:54:29.30,8.7625,-15.9081,-173.0,2005A&A...439..129B,,14.754,13.934,13.476,12.984,12.389,11.926,11.821,5100.0,2.2,-2.5,2.3,,,6.6,<7,,,4.23,5.7,,,,,,4.15,0.87,2.96,,3.07,,5.08,,3.82,,2.42,,,,,,,,,,,,,,,,,,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
90,1,BAR05,Barklem+2005,CS31062-041,2MASS_J00350301-1554292,,,,VMP,,,RG,00:35:03.01,-15:54:29.30,8.7625,-15.9081,-173.0,2005A&A...439..129B,,14.754,13.934,13.476,12.984,12.389,11.926,11.821,4915.0,1.83,-2.67,1.84,,,6.2,,,,,5.23,2.94,,,,,3.92,0.66,2.48,,2.42,2.08,4.82,2.24,3.49,,,,,,,,-0.1,-0.95,,,,,,,,,,,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
91,1,AOK08,Aoki+2008,SDSS0036-10,2MASS_J00360218-1043362,,,CE,VMP,,,MS,00:36:02.18,-10:43:36.30,9.0091,-10.7268,-47.2,2008AJ....136.2070A,,,,,,14.634,14.369,14.388,6500.0,4.5,-2.5,1.5,<2,,8.3,,,,4.54,5.37,,,,,,4.16,,3.0,,3.05,,5.04,2.73,3.65,,,,,,,,0.24,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,<2.3,,,,,,,,,,Abohalima
92,1,BAR05,Barklem+2005,HE0037-2657,2MASS_J00395177-2641320,,,,EMP,,,RG,00:39:51.78,-26:41:31.99,9.9657,-26.6922,-279.0,2005A&A...439..129B,,14.731,14.038,13.597,13.116,12.571,12.111,12.012,4982.0,2.21,-3.22,1.8,,,5.48,,,,,4.63,2.41,,,,,3.46,0.08,2.02,,2.06,1.48,4.28,1.94,3,,,,,,,,-0.89,-1.5,,,,,,,,,,,-2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
93,2,AOK13,Aoki+2013,SDSSJ004029.17+160416.2,2MASS_J00402918+1604163,,,,EMP,,HA,MS,00:40:29.18,+16:04:16.28,10.1216,16.0712,-75.0,2008yCat.2282....0A,,,,,,14.415,14.128,14.029,6360.0,4.4,-3.29,1.5,1.99,,,,,,3.07,4.56,,,,,,,,,,,,4.16,,,,,,,,,,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
94,1,BON12,Bonifacio+2012,SDSSJ004029.18+160416.3,2MASS_J00402918+1604163,,,,EMP,,,SG,00:40:29.18,+16:04:16.28,10.1216,16.0712,-75.0,2008yCat.2282....0A,,,,,,14.415,14.128,14.029,6422.0,3.93,-3.25,1.58,2.03,,,,,,,4.58,,4.4,,,,3.49,0.11,2.29,,2.2,1.47,4.25,2.16,2.96,,,,,,,,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,2.29,,,,4.25,Abohalima
95,1,BAR05,Barklem+2005,HE0043-2845,2MASS_J00455594-2829172,,,,VMP,,,MS,00:45:55.94,-28:29:17.27,11.4831,-28.4881,16.4,2005A&A...439..129B,,15.96,15.32,14.939,14.555,14.171,13.847,13.736,5517.0,4.42,-2.91,1.17,,,5.68,,,,,4.97,2.73,,,,,3.65,0.33,2.36,,2.66,1.79,4.59,2.37,3.35,,,,,,,,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
96,2,REN12,Ren+2012,HE0043-2845,2MASS_J00455594-2829172,,,,VMP,,,MS,00:45:55.94,-28:29:17.27,11.4831,-28.4881,16.4,2005A&A...439..129B,,15.96,15.32,14.939,14.555,14.171,13.847,13.736,5517.0,4.42,-2.91,1.17,,,5.83,,,,,,,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-0.6,,,,,,,,Abohalima
97,1,BAR05,Barklem+2005,HE0044-4023,2MASS_J00462937-4007226,,,,VMP,,,SG,00:46:29.38,-40:07:22.62,11.6224,-40.123,346.2,2005A&A...439..129B,,16.65,16.149,15.772,15.502,14.986,14.672,14.521,5694.0,3.26,-2.56,1.49,,,6.23,,,,,5.26,2.86,,,,,4.02,0.44,2.63,,2.88,2.17,4.94,2.5,3.54,,,,,,,,0.34,,,,,,,,,,,,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
98,2,BAR05,Barklem+2005,HE0044-2459,2MASS_J00463587-2443022,,,,EMP,,,RG,00:46:35.88,-24:43:02.24,11.6495,-24.7173,-155.0,1992AJ....103.1987B,,14.46,13.79,13.375,12.948,12.45,11.996,11.959,5242.0,2.92,-3.28,1.55,,,5.56,,,,,4.65,2.3,,,,,3.35,0.11,2.07,,1.91,1.12,4.22,1.95,2.93,,,,,,,,-1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abohalima
